"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"chr5-127197294-127197887",7.31582513217083e-37,3.16511532442079,0.4,0.051,9.11449389916635e-32
"chr5-68549205-68549652",7.47319410407068e-37,5.75394487002024,0.272,0.004,9.3105536064975e-32
"chr7-158015307-158016859",8.49605362080245e-37,3.37637887736163,0.36,0.04,1.05848933640129e-31
"chr18-42614660-42615056",8.56484470551029e-37,5.37630544405909,0.264,0.007,1.0670597424807e-31
"chr3-8464659-8465141",9.51939354222551e-37,6.95294796624451,0.316,0.003,1.18598316385171e-31
"chr7-130917799-130918988",1.06459439425308e-36,4.77117823998688,0.22,0.018,1.32633557202414e-31
"chr1-64954996-64957562",1.07848429703286e-36,2.93792485906826,0.44,0.099,1.34364044630136e-31
"chr12-58877226-58877666",1.95982963641575e-36,6.03455341705292,0.264,0.005,2.44167335082493e-31
"chr20-22502690-22503171",2.02395589744057e-36,4.22587072404198,0.256,0.022,2.5215656943853e-31
"chr8-143936301-143945654",2.15568767506023e-36,-1.64436462678769,0.484,0.769,2.68568504685054e-31
"chr13-36673756-36674298",2.30514439569065e-36,5.67995784525584,0.248,0.008,2.87188719681515e-31
"chr10-25465941-25466300",2.58186631007624e-36,4.62823565528385,0.24,0.015,3.21664396107158e-31
"chr2-2056608-2057897",3.08977126761655e-36,4.81634660789881,0.256,0.012,3.84942243147276e-31
"chr4-86848847-86849776",3.21506758216231e-36,4.19153322893113,0.272,0.018,4.00552409791274e-31
"chr17-48584945-48586674",4.43776226112286e-36,2.80709510806722,0.604,0.123,5.52883049064253e-31
"chr13-31982186-31982902",5.29623318602699e-36,6.28443952149767,0.288,0.004,6.59836507714359e-31
"chrX-51332475-51333028",5.5021846804645e-36,4.5997227974565,0.256,0.014,6.8549518060035e-31
"chr19-55451598-55453433",6.72905450177655e-36,2.70087398553369,0.604,0.138,8.38345984158333e-31
"chr12-6960477-6964142",6.88241221919018e-36,-1.91380254817314,0.32,0.681,8.57452208740028e-31
"chr17-62644454-62644946",1.0559287506133e-35,6.53048954961316,0.292,0.004,1.31553939323909e-30
"chr9-96413245-96414304",1.06560154240566e-35,4.03647437794172,0.264,0.024,1.32759033762151e-30
"chr18-5628333-5631128",1.13038486481486e-35,2.4117169961264,0.732,0.225,1.40830128767825e-30
"chr22-27462137-27462644",1.38011730491774e-35,4.62033976717973,0.228,0.018,1.71943294550481e-30
"chr10-28939243-28940220",1.53386123470543e-35,1.87917966516604,0.52,0.191,1.91097635787011e-30
"chr9-68704491-68707301",1.68215236237849e-35,1.94134069025534,0.7,0.291,2.09572634219287e-30
"chr13-19117889-19118737",1.7010593792866e-35,9.02322090655526,0.492,0.002,2.119281838278e-30
"chr10-3009455-3011297",1.83464217604866e-35,2.56870653108181,0.452,0.116,2.28570730145199e-30
"chr13-59363297-59363789",2.15399037771176e-35,6.31397875593439,0.272,0.004,2.68357045197597e-30
"chr9-124267109-124267964",3.04686248046971e-35,3.81029334137603,0.304,0.028,3.795964089918e-30
"chr8-126554807-126559067",3.51322372253449e-35,-1.67864306709856,0.436,0.756,4.37698490695682e-30
"chr1-228463450-228466189",3.52386934374835e-35,3.69125115958908,0.364,0.039,4.39024786060232e-30
"chr7-50591430-50592253",4.58468811897093e-35,2.81975699306621,0.4,0.082,5.71187953990112e-30
"chr7-95318530-95318969",4.98616555159016e-35,6.09808219998473,0.264,0.004,6.21206421410412e-30
"chr13-23608671-23609165",5.43422053616288e-35,4.34146479411518,0.252,0.016,6.77027799718389e-30
"chr18-904698-905700",5.70354005113534e-35,7.59009862929422,0.34,0.004,7.10581240810747e-30
"chr20-19888364-19889963",6.1253572927628e-35,2.53647570525994,0.432,0.099,7.63133763676146e-30
"chr9-89731820-89732702",6.29613918288649e-35,5.06511904280298,0.232,0.01,7.84410796239096e-30
"chr5-30605717-30606104",7.40086050781824e-35,6.78791234795593,0.3,0.002,9.22043607227043e-30
"chr12-94389665-94390301",7.99622152803492e-35,2.69421773773846,0.452,0.073,9.96217255291759e-30
"chr12-121796496-121806915",8.56635477835998e-35,0.627758416921107,0.916,0.823,1.06724787641676e-29
"chr10-103548803-103549538",9.38160201762728e-35,3.58264835414322,0.3,0.037,1.16881626896811e-29
"chr10-3764524-3766541",1.44220125785356e-34,7.58343566841097,0.336,0.002,1.79678085910943e-29
"chr5-18744406-18747372",1.5263449220674e-34,3.39851209686343,0.4,0.056,1.90161208460689e-29
"chr8-141230102-141235758",1.64362644965542e-34,-2.94372681711323,0.196,0.542,2.0477284485677e-29
"chr4-89305138-89308628",2.16345696743348e-34,1.73911859442049,0.648,0.305,2.69536449744668e-29
"chr4-37001643-37002189",2.17789065901188e-34,7.05372141910965,0.316,0.002,2.71334685643654e-29
"chr4-26821670-26823076",2.30734030636425e-34,2.62751952919044,0.448,0.099,2.87462299408696e-29
"chr7-112789630-112792255",2.48785369035083e-34,1.67497417253323,0.696,0.357,3.09951739866048e-29
"chr5-60371023-60371430",2.82352822075025e-34,5.69632340570645,0.256,0.004,3.51772086910391e-29
"chr5-1536141-1537285",3.04531046683095e-34,4.44092832824428,0.244,0.018,3.79403049820601e-29
"chr8-133374896-133377595",4.20637386742538e-34,-2.72694125171328,0.16,0.548,5.24055294647059e-29
"chr4-38106968-38107428",4.45737418766097e-34,5.97402246055883,0.248,0.003,5.55326420543929e-29
"chr9-89859802-89860292",5.07605883644516e-34,3.24218400916153,0.292,0.038,6.32405866197357e-29
"chr9-89877646-89880134",5.24114212978269e-34,2.61631480780166,0.608,0.144,6.52972933381106e-29
"chr4-65998869-65999321",5.57056024130382e-34,7.00310274794899,0.324,0.002,6.94013818223078e-29
"chr8-143429131-143431847",8.91086292040785e-34,-3.2978062896119,0.06,0.502,1.11016876780193e-28
"chr1-145987765-145992922",1.14710923800137e-33,4.79485769388388,0.248,0.012,1.42913751525638e-28
"chr3-27720845-27724048",1.34803768083765e-33,3.62315699771518,0.356,0.043,1.6794662250484e-28
"chr12-23446832-23447107",1.48563506903791e-33,4.74372804842977,0.22,0.014,1.85089330711157e-28
"chr20-48155129-48155771",1.70622391970228e-33,3.3527409278344,0.324,0.039,2.12571613260028e-28
"chr16-85986841-85987945",1.72140467548525e-33,3.1513011656434,0.292,0.054,2.14462922900006e-28
"chr20-32509496-32510613",2.01282302410828e-33,3.54781894212656,0.288,0.038,2.50769569281555e-28
"chr13-111572900-111573570",2.08227148923451e-33,3.32526532838322,0.336,0.042,2.59421875757771e-28
"chr3-28347926-28349765",2.29691021717569e-33,1.07135495824363,0.792,0.529,2.8616285631705e-28
"chr18-8341468-8342057",2.39641084162543e-33,6.25428280515346,0.252,0.003,2.98559241114746e-28
"chr1-67896859-67897281",2.42335930136043e-33,5.81434522814062,0.264,0.004,3.01916641919291e-28
"chr20-43513605-43515286",2.42444659693531e-33,1.22070661872555,0.804,0.562,3.02052103725782e-28
"chr12-109278055-109278482",3.12408319610703e-33,4.93187817163581,0.236,0.009,3.8921702907019e-28
"chr3-23202344-23204305",3.13102003294102e-33,1.50827739710323,0.676,0.355,3.9008126182399e-28
"chr19-16718734-16720081",3.26957258352451e-33,3.10626245020171,0.336,0.059,4.07342969890985e-28
"chr5-82595077-82595387",3.60276414810117e-33,4.43824886210784,0.232,0.015,4.48853974155332e-28
"chr17-40346827-40350717",3.82859663872441e-33,2.35206812273542,0.652,0.192,4.7698954083212e-28
"chr1-64965097-64967151",4.08132703031788e-33,1.19644698568841,0.712,0.413,5.08476209399184e-28
"chr13-109334232-109334680",5.87582754145105e-33,3.38362153239998,0.28,0.035,7.32045850079221e-28
"chr3-9194533-9195076",6.25750183201564e-33,6.56724224664981,0.256,0.001,7.79597123243501e-28
"chr9-92245352-92246000",6.45287509694486e-33,3.13638709796543,0.364,0.047,8.03937896827972e-28
"chr12-102957680-102958703",6.77289078885595e-33,4.70018640480808,0.228,0.013,8.43807371820407e-28
"chr12-92098953-92099358",9.8718668420236e-33,3.49590825453013,0.28,0.029,1.22989640238035e-27
"chr3-181711570-181712107",9.89105754188893e-33,6.55814147500502,0.24,0.004,1.23228729491377e-27
"chr4-26346150-26346546",1.00371685040277e-32,5.37630544405909,0.22,0.007,1.2504906752428e-27
"chr9-90935126-90935619",1.06121641367501e-32,6.63106860364586,0.264,0.004,1.32212708114115e-27
"chr10-4851846-4852258",1.1047033287208e-32,6.3524277948152,0.272,0.001,1.3763056891201e-27
"chr17-48597143-48598529",1.167766442702e-32,3.99329536859522,0.304,0.026,1.45487350030471e-27
"chr18-75207002-75212869",1.40114403851873e-32,1.33605699069518,0.828,0.511,1.74562931182895e-27
"chr6-26270830-26274532",1.48549865149597e-32,3.25226762590559,0.456,0.07,1.85072334995277e-27
"chr20-38969702-38970075",1.50071038044821e-32,3.86818317274572,0.264,0.02,1.86967503458521e-27
"chr17-5232091-5233433",1.50226755462281e-32,6.23556230735205,0.232,0.002,1.87161505560237e-27
"chr7-27172883-27174076",1.62687117774099e-32,4.74015690417396,0.224,0.011,2.02685372550039e-27
"chr4-101790325-101791590",1.65605602235209e-32,1.93331789916019,0.524,0.197,2.06321395600757e-27
"chr4-23903977-23904609",1.91478097564437e-32,3.15672712175921,0.332,0.051,2.38554902631629e-27
"chr4-133887643-133888031",1.95425322363263e-32,5.83921453674932,0.252,0.004,2.43472592119495e-27
"chr9-114502060-114506075",2.16122437714476e-32,1.20722271542418,0.76,0.504,2.69258300250957e-27
"chr19-38024933-38025642",2.29931460868701e-32,2.57109995912629,0.424,0.092,2.86462409837879e-27
"chr4-94727491-94728204",2.32170885179903e-32,7.29619050349696,0.316,0.003,2.89252419010233e-27
"chr3-181712718-181713306",2.81952772776183e-32,6.63106860364586,0.264,0.003,3.51273681490935e-27
"chrX-139194602-139195123",2.8606828521926e-32,4.39059298281702,0.224,0.013,3.56401033823268e-27
"chr5-82365805-82366418",3.00504004276283e-32,3.75364316338531,0.3,0.028,3.7438591876765e-27
"chr4-94995629-94996401",3.03315576475259e-32,6.61144313466468,0.264,0.002,3.77888744107466e-27
"chr13-27212235-27212945",3.10751665430371e-32,7.35213915840688,0.304,0.002,3.87153069893082e-27
"chr7-29281757-29282230",3.83521065865264e-32,5.84476359136037,0.232,0.004,4.77813555118898e-27
"chr18-70523199-70523749",4.28336528538764e-32,3.27384547725266,0.272,0.039,5.33647347445305e-27
"chr3-127525351-127525760",4.57801169516597e-32,6.59154700770246,0.248,0.006,5.70356165053948e-27
"chr20-48192019-48192546",5.24750954541337e-32,7.31239845423274,0.304,0.002,6.5376622422487e-27
"chr10-30186349-30187064",5.42411833077839e-32,3.84732851906736,0.272,0.023,6.75769206358356e-27
"chr10-19815578-19817932",5.56357288471361e-32,2.21589923229231,0.66,0.19,6.93143291414929e-27
"chr18-32769209-32773798",6.52664820397572e-32,5.61387581213064,0.216,0.006,8.13128993140519e-27
"chr3-64684554-64688597",7.07934913458687e-32,-3.90092557179104,0.068,0.452,8.8198779128164e-27
"chr7-29375809-29376555",7.10875696875762e-32,3.17647157290077,0.352,0.038,8.85651595709636e-27
"chr12-46792901-46793238",7.24900684184317e-32,3.55220122563897,0.248,0.029,9.03124766397873e-27
"chr18-76490548-76496610",7.3724344923041e-32,0.887986605305941,0.896,0.684,9.18502123658199e-27
"chr11-35138455-35147204",7.62977378286288e-32,1.80404239236445,0.612,0.283,9.50562996511755e-27
"chr5-53799557-53800064",8.20620477791806e-32,6.63106860364586,0.264,0.001,1.0223782284617e-26
"chr4-101256300-101256678",8.72588456796772e-32,3.43302182554814,0.264,0.032,1.08712305478483e-26
"chr20-47740678-47741209",9.65942435241328e-32,7.32043465404449,0.296,0.002,1.20342904236976e-26
"chr20-48721851-48724227",1.07338035006524e-31,2.22878507426349,0.536,0.193,1.33728164293228e-26
"chr12-120978019-120981306",1.11731712046035e-31,1.23793928695471,0.708,0.421,1.39202070769674e-26
"chr5-60372431-60373127",1.11913428459368e-31,6.28783076910447,0.252,0.003,1.39428463980388e-26
"chr5-96245396-96245873",1.20410500443221e-31,6.45506985886115,0.276,0.004,1.50014626082191e-26
"chr15-28094034-28097372",1.22236945395232e-31,-4.63568301760531,0.036,0.468,1.52290120790103e-26
"chr5-68544699-68545427",1.48558549421517e-31,2.30509615246551,0.432,0.101,1.85083154382291e-26
"chr1-119766269-119766872",1.6793341503408e-31,6.5611786868281,0.26,0.002,2.09221524454359e-26
"chr9-89874456-89875460",1.69411875430573e-31,3.06481105126002,0.372,0.059,2.11063479123934e-26
"chr9-124222977-124223877",1.71849413312111e-31,2.2762936552283,0.456,0.13,2.14100310069026e-26
"chr12-46788270-46788628",1.81018567786597e-31,3.41655476245539,0.252,0.029,2.2552379286261e-26
"chr12-97465021-97465459",2.19569765174472e-31,6.7193564452849,0.288,0.003,2.73553187640268e-26
"chr9-133236599-133239959",2.47503512897724e-31,-4.74089403850482,0.036,0.455,3.08354726578758e-26
"chr3-9340100-9340501",2.55142378905551e-31,5.0207005955287,0.228,0.007,3.1787168418327e-26
"chr3-12966447-12968353",2.57615954415487e-31,1.19416424064299,0.712,0.443,3.20953412968078e-26
"chr18-35171290-35171809",2.61199632155522e-31,6.44401678781943,0.264,0.003,3.25418173717279e-26
"chr13-89163069-89163444",2.6275002211263e-31,7.24644461711404,0.296,0.002,3.27349742549241e-26
"chr5-50665194-50668721",2.63605167799108e-31,1.26342537065061,0.748,0.423,3.28415134354196e-26
"chr17-64776537-64781882",3.0260492609643e-31,-1.97605778655326,0.236,0.621,3.77003373226498e-26
"chr5-68533664-68534993",3.48014173012155e-31,2.67003226334407,0.532,0.117,4.33576937588923e-26
"chr5-23506544-23507803",3.89857012483854e-31,1.56767289808076,0.676,0.291,4.85707257573134e-26
"chr20-57560825-57561491",4.02467902746206e-31,3.51339204113045,0.34,0.034,5.01418661315389e-26
"chr6-152609311-152609879",4.32816851467791e-31,7.74341534534033,0.336,0.002,5.39229202569662e-26
"chr3-5187008-5189856",4.62204662948357e-31,0.941421133160808,0.824,0.563,5.7584230138084e-26
"chr7-150945363-150948594",4.64740060376525e-31,2.113596417176,0.764,0.28,5.79001051620697e-26
"chr1-65041142-65041855",4.649660009757e-31,5.85149025464136,0.224,0.004,5.79282541975586e-26
"chr4-3044872-3046494",4.76501347919638e-31,3.79550397490505,0.316,0.033,5.93653969319161e-26
"chr7-29289046-29289972",4.83918100644594e-31,5.97402246055883,0.22,0.003,6.02894204869073e-26
"chr18-33756153-33756549",4.89350195513617e-31,7.18615310819906,0.3,0.002,6.09661834582595e-26
"chr9-94907293-94910115",7.30556382237451e-31,1.41790070122289,0.568,0.302,9.10170974374351e-26
"chr2-8565437-8565821",7.90649420075329e-31,3.92066145032496,0.232,0.019,9.85038486495049e-26
"chr7-57403923-57405048",7.95017854036688e-31,4.54215754754436,0.256,0.012,9.90480943630149e-26
"chr13-69221691-69222285",9.00569294141443e-31,7.22091329088584,0.296,0.002,1.12198326079906e-25
"chr4-38099210-38099633",9.26471461254898e-31,6.42165330897213,0.26,0.003,1.15425373471903e-25
"chr12-46266341-46270556",9.42026526531518e-31,2.11316027375073,0.692,0.269,1.17363316834456e-25
"chr5-158875153-158876977",9.89264891540974e-31,4.05147051832779,0.2,0.023,1.23248555777524e-25
"chr5-93620412-93622706",1.01803104938229e-30,1.33227513712378,0.752,0.466,1.26832416318342e-25
"chr10-3066317-3069388",1.03142920915138e-30,2.26583944302633,0.628,0.177,1.28501639451334e-25
"chr3-13451374-13453214",1.06647272885823e-30,1.3070013032506,0.648,0.346,1.32867571397531e-25
"chr4-40283365-40284601",1.09897110271207e-30,4.40345970607813,0.232,0.017,1.36916413802486e-25
"chr4-26227801-26228202",1.1964077934083e-30,6.15983530569472,0.224,0.003,1.49055661349567e-25
"chr17-8066218-8074101",1.22211984812412e-30,-3.00356466474361,0.108,0.471,1.52259023398391e-25
"chr3-20773184-20773729",1.68681551786055e-30,6.35240450161692,0.26,0.004,2.10153598108174e-25
"chr1-50959409-50960920",1.76030655530507e-30,-2.81793963666913,0.104,0.499,2.19309552499237e-25
"chr10-76432876-76434040",2.06506921118943e-30,-4.58177254979805,0.06,0.468,2.57278712745246e-25
"chr13-99495818-99497269",2.20928033380883e-30,2.99437426242466,0.384,0.065,2.75245399667906e-25
"chr19-991456-991978",2.3512051549105e-30,4.52379358413352,0.208,0.015,2.9292724542968e-25
"chr20-47710944-47711622",2.35874392477488e-30,2.65159998961802,0.444,0.088,2.93866470612003e-25
"chr5-6494994-6496439",2.4484966812078e-30,2.59565357483898,0.348,0.08,3.05048407524955e-25
"chr20-37930106-37931290",2.47892051593415e-30,7.74341534534033,0.296,0.003,3.08838791398171e-25
"chr7-22563063-22564346",2.55680676280513e-30,6.59154700770246,0.232,0.003,3.1854232735084e-25
"chr18-44678839-44683291",2.56807658102556e-30,1.16114181472636,0.796,0.535,3.1994638892365e-25
"chr11-34685307-34685596",2.63042985380073e-30,5.0337823607144,0.2,0.011,3.27714733765617e-25
"chr3-23712232-23713286",3.03725074136585e-30,3.35741846181817,0.312,0.04,3.78398920863806e-25
"chr14-105090239-105094397",3.14679450463206e-30,-2.63007511420225,0.124,0.51,3.9204654015409e-25
"chr7-98174405-98174880",3.19561338692752e-30,3.08698767721166,0.264,0.046,3.98128689423751e-25
"chr7-127619653-127620290",3.26658915259002e-30,7.31239845423274,0.26,0.002,4.0697127616458e-25
"chr18-48947680-48953459",3.28514734846592e-30,1.04180653416479,0.836,0.639,4.09283367555975e-25
"chr14-103120491-103124507",3.74621713853481e-30,-4.17010974673714,0.072,0.445,4.66726208421498e-25
"chr7-130915656-130916780",3.85328978158467e-30,6.98582734271748,0.24,0.001,4.80065960728507e-25
"chr10-31318049-31322031",3.96309271739151e-30,1.32084540719537,0.776,0.426,4.93745869288938e-25
"chr5-168162373-168162954",4.00982934579998e-30,2.79819575884924,0.3,0.058,4.99568598875837e-25
"chr12-94768428-94770094",4.18859855449225e-30,6.80064222893442,0.252,0.002,5.21840739509972e-25
"chr18-24051247-24052302",5.4459988896414e-30,6.24310112426427,0.228,0.003,6.78495217664863e-25
"chr8-142776778-142778174",5.52816368969355e-30,-2.54983820782483,0.12,0.518,6.8873180144416e-25
"chr20-24108911-24109709",5.62375849287117e-30,6.54057208702793,0.228,0.003,7.00641575592847e-25
"chr8-52293045-52296021",5.86896859865586e-30,2.64900888827483,0.344,0.081,7.31191321832139e-25
"chr4-76197875-76201399",6.63118487602395e-30,1.17278016496119,0.732,0.435,8.2615279896432e-25
"chr14-41609782-41610227",6.82873058243249e-30,3.76451964296217,0.264,0.025,8.50764228342934e-25
"chr19-5957126-5957706",8.34491280087478e-30,7.6243780309715,0.316,0.001,1.03965930620978e-24
"chr7-44539933-44542176",8.40962431004995e-30,1.29385957888894,0.648,0.361,1.04772145429188e-24
"chrX-107726816-107727212",8.45056787909171e-30,5.96257359968196,0.228,0.004,1.05282244978452e-24
"chr19-16726885-16727444",8.68124376954475e-30,6.50909957828308,0.232,0.003,1.0815614362725e-24
"chr7-152014692-152015072",8.75111343381249e-30,6.37585870711591,0.244,0.003,1.09026621826496e-24
"chr14-41606471-41607565",9.31418816489833e-30,3.69956419407717,0.256,0.024,1.16041744671202e-24
"chr10-114082863-114083384",9.35624034584792e-30,7.13239020196827,0.276,0.001,1.16565655972781e-24
"chr10-43361532-43362941",9.9137386003147e-30,-2.95712248912322,0.084,0.475,1.23511303725881e-24
